Y_test,Y_pred
31.6,28.73775102669812
30.2,29.8202529893394
30.1,28.365610652967128
29.6,28.971068752613355
29.9,29.356058087053867
30.4,29.128167603837607
28.7,29.41801143900934
29.9,28.331510915235974
27.1,28.091041334491635
29.3,27.84547517965758
28.0,29.28728913154643
28.9,29.48545934328618
28.4,29.471137353695376
29.6,29.103833406364178
30.8,28.230296706751677
32.2,29.96027727265571
34.4,32.326152080464695
31.3,28.84080692298312
29.6,29.979467007770737
29.4,28.740546051754748
28.0,28.198926266549154
29.3,29.87700582144568
27.7,27.878021514179053
27.2,28.626526705181206
26.2,28.310356515602177
28.0,29.376020401548054
28.9,27.536406321485856
29.9,29.76084390958218
30.2,29.404758405630233
28.9,29.265201103358205
28.2,28.04950347615709
29.4,28.73754376201896
30.1,29.906195127943533
30.0,29.028037310355145
29.3,30.762335525070256
28.3,28.958954006615368
32.0,28.72249465933581
28.7,28.745920909162255
30.0,29.255488522921837
29.2,29.51522518432215
29.1,29.513915301723166
29.1,29.07265605519538
29.7,27.623899045985986
28.9,28.619773572524362
29.0,30.15706016102863
28.7,29.240732261026825
29.8,29.986147347338186
28.6,28.44507508943581
30.0,29.894792354847795
27.6,29.460896484781767
29.1,28.76034052815071
28.6,28.7399819581441
27.8,28.238267237586243
29.3,29.916747041895206
28.7,29.099720478755025
29.1,29.46665936924334
31.0,29.581465688019147
31.1,29.638676596281456
29.6,29.878184758784286
29.9,29.662491066774784
31.2,29.429097955125567
28.5,28.992500584219414
29.1,29.5174645931656
29.1,29.173637812954333
28.4,29.54282733948026
27.3,28.892881715340827
28.0,29.069966700555796
28.8,30.210731282707304
24.9,28.44524131951953
28.8,28.6413068708612
27.5,28.064618545458465
28.8,27.99995902133508
27.8,28.708878418256866
28.9,29.450879879765655
30.2,28.784433042098563
28.7,29.115480959440603
30.0,29.644898085975708
28.7,27.844596725931147
26.7,28.97521165772402
29.2,29.94344192414248
28.1,29.08921268925026
28.4,28.785475173003558
28.9,29.38343707285925
26.8,28.507936461306034
28.5,29.024837415303708
30.0,29.50641479788619
30.0,30.283863689169756
28.7,29.341389106276488
29.0,28.61974693654815
32.0,27.842904026505167
30.6,29.39258894363793
28.8,29.361692878059507
31.7,32.604957517632684
34.1,32.686666167483004
34.6,32.326152080464695
31.7,31.17019047744871
28.1,28.511640430574335
28.5,27.820339100081924
27.2,29.430217645955473
28.1,28.976307492402395
28.9,27.790372854499886
28.7,29.654648410057888
27.9,28.455491200705154
27.1,28.606524194665322
29.2,29.499699753088684
28.0,28.66861831247814
29.0,28.604953119684932
25.1,29.791032932788273
31.3,29.913773140779778
29.8,29.408530356789456
29.4,28.96705309170448
29.2,28.301322841105787
28.8,30.21258563880312
24.7,27.795984018102523
29.0,29.036327483696816
29.1,28.81692056760303
27.5,28.058368620035576
29.8,28.84654073362374
27.9,28.5470277642256
29.1,29.58252428861413
29.0,27.566743078242016
28.1,29.10849163426433
28.4,28.61151645089906
30.3,30.12355021375976
24.3,27.06272835500927
