Y_test,Y_pred
29.2,29.76561720797228
30.3,29.408676053843877
27.3,29.045250056628063
32.1,30.91055279154834
29.2,27.68552796282199
28.0,29.716687653524126
29.4,28.56988738421314
29.5,29.576012044558166
28.1,28.39000470573877
28.9,29.20093759795739
27.1,29.902781775466877
30.3,30.276244951037025
31.7,30.38452325450089
33.2,29.619091873826783
31.4,31.070688029934345
34.1,32.24961050014794
33.7,31.759883048869
34.1,32.44297542882441
32.1,30.753921258798204
31.5,30.999485668374135
31.4,30.50738258014212
28.1,28.631299499731817
26.0,27.889621613022094
28.6,28.90703323521594
27.4,28.013700339321552
26.7,29.50426671209117
26.1,28.124053731513843
27.8,28.642259594770767
27.5,29.656185195389142
26.5,28.122506156196266
28.7,28.193187369910596
25.6,28.475568167063265
28.1,29.16385906465967
28.7,29.36314330021037
30.7,29.009469539758953
28.5,29.025577313625348
27.9,28.82802866092058
29.8,28.95606488101877
28.9,28.33001530576062
29.4,27.982256115623464
29.6,28.756908317929884
29.9,29.515275629399195
30.2,28.973275018713153
30.5,28.505148968751378
30.7,29.467749746828048
30.1,28.799528003218406
28.5,29.282567412009417
27.5,28.9233661265675
29.6,29.7195804651057
29.1,28.476191712243978
28.9,29.26928545169011
26.5,29.009735832430405
30.5,28.189071621837748
29.4,28.709501607615998
30.7,28.895396494039947
27.7,28.16401404247076
29.7,29.180774241121753
29.6,29.721219915697958
28.1,29.22440516762565
27.3,29.264675254636128
27.4,28.71848136974527
28.7,29.3812215322115
28.8,29.52374424913893
28.1,29.090147252799568
30.0,29.096677743652595
29.3,28.77250486422459
28.8,28.751954261860913
31.7,31.814364463278633
29.0,29.398746075963373
27.7,28.80275616343957
29.2,29.428177067364295
28.0,28.502027449780094
29.6,29.41174744901044
28.3,28.36318769231336
29.1,28.401974486362807
29.0,29.730031457486927
28.5,28.863852682040243
28.1,29.269681823809577
29.4,29.61089316458624
28.2,27.898966265216544
27.0,29.26803217356415
28.5,28.293344657932717
27.6,29.321718303607295
29.1,29.184530851903936
28.0,28.348169216581315
28.7,28.542060910666848
29.1,29.60953589076999
28.9,29.295652848742925
27.9,29.461367081160006
28.7,29.39770673908893
29.5,29.028311413998736
29.0,28.704656971054938
29.4,29.76827911390215
28.7,29.283635928024825
28.9,29.677181939775874
30.5,28.677245963859097
29.2,29.941463655932672
29.0,28.974162637301504
25.9,28.77516019925889
32.8,31.305296760134315
30.5,31.70433613834564
33.5,31.913622117121022
34.6,32.40797357146022
33.1,31.321330660250368
32.7,32.32158181149161
30.1,29.428530900059755
26.5,27.7003863523017
26.7,28.63414720120857
29.2,28.69861412190128
28.3,29.049542557022022
29.2,29.672343522256213
29.8,28.955199341903587
30.3,28.696900905679517
30.1,29.09309140106818
24.9,27.13085094105174
26.1,27.61393989271477
27.8,27.71667349635079
27.5,29.193206728753935
22.5,26.4122885372518
23.6,28.96795017810194
28.4,28.510232518636773
30.0,29.604628533485652
28.7,29.043665602912583
30.5,28.923464685529684
28.5,28.691604479949515
