Y_test,Y_pred
30.7,29.164827378545375
28.3,28.85908173958213
28.9,28.41745578509345
27.5,27.698686242621285
28.7,30.89693954302544
29.1,29.471964614071666
29.8,29.34176971621189
29.5,28.1280304510452
32.4,28.97995280527431
28.8,28.653632476005566
26.6,32.925557711287844
31.9,31.359232976028014
31.5,31.413288296434665
30.6,29.34004070930255
29.8,28.63260481591537
29.9,28.915547257174772
29.5,28.723342205610898
29.6,30.015767094755187
28.0,28.66455277139511
27.3,28.286028057255706
29.8,29.616736155303805
27.8,28.300175274056006
26.1,27.31283247307459
28.9,29.0663893150016
28.2,28.863459459418102
28.3,28.89816709709087
28.3,29.61810665962182
29.8,29.614222723589496
28.9,29.300372070966905
27.4,29.418266321842637
29.0,28.893819142941847
29.0,29.889683493878643
29.4,27.90024210468533
28.5,29.4833930205732
29.7,29.160950071632584
30.2,29.059780219300155
30.5,30.70260711132258
30.2,29.15060085360088
30.9,29.35980804278932
29.7,28.733042214461715
29.7,28.88321849846607
29.3,28.69086166375476
31.3,28.685034826386687
28.5,29.441897351721295
28.1,29.146217080125027
28.8,28.900938080477264
28.5,29.755780390953287
28.8,30.267486939885735
29.9,28.897768095647102
29.5,29.51404493941793
29.3,29.911430399455618
30.8,30.903049649118874
29.6,29.768572183673257
31.6,28.450883433671063
30.3,28.97691943260423
30.1,29.54419062902349
29.3,28.487906952842255
31.0,28.692658248394473
28.0,28.940730174964237
28.5,28.250564586029093
30.0,30.678887971835287
28.2,29.29162760712756
28.3,29.22968510756825
28.6,30.122495474596832
28.9,29.046088708219266
28.0,29.882567333889973
29.3,30.13473499518791
28.4,28.44180493099365
29.0,29.79662563967675
28.8,30.22456177982501
28.9,29.04549623501666
29.1,29.58049330741664
28.9,27.761657236509024
29.5,29.853724107501645
29.3,29.207241991545253
30.0,30.31401923444446
29.9,28.714314298282197
28.9,30.632520404407074
28.6,29.04530019509119
29.8,28.869449539421243
29.1,29.124277708409938
29.3,29.02560716795211
28.4,29.506262200461556
28.1,29.259481490265415
28.5,28.359873822198796
29.5,28.534922609358894
29.1,29.456915938794527
29.6,29.49929475923065
28.7,28.339857697856896
27.9,28.19023358143614
28.7,29.3566049487787
28.2,28.18959682838069
28.8,29.196591751717534
28.4,29.235154662577486
29.4,28.950690014639346
30.3,29.41581408863295
28.9,29.02150808855416
29.9,29.411774074146404
29.4,29.709920635172747
33.4,31.765985788534497
29.9,29.958981936007604
30.1,29.439034818337976
30.3,26.582991977497308
29.5,28.709421843881962
27.7,28.838703243419467
30.7,28.182838093365067
26.7,26.993249196178166
27.2,28.76905529832221
29.4,30.05369584670885
31.6,28.892263679938438
28.7,29.589420521167703
28.5,28.04520131698917
28.8,28.63210675275998
28.2,27.849824285496684
29.5,29.393158482303676
29.7,28.03935815879469
28.9,29.17909843200169
26.0,27.34851372446735
28.3,29.38514966302488
28.1,27.541999612698262
29.2,27.696008506597593
28.5,29.33245015590694
28.2,29.35382176817158
29.0,28.404072313414307
28.7,29.534256525345455
