Y_test,Y_pred
29.8,28.97841831278025
28.2,29.377822502475233
29.3,28.733070762928683
31.5,29.021512821648898
27.9,30.044269317525842
29.0,29.32785431609521
29.4,29.459851623533925
28.5,28.827059798557258
29.7,30.310614055726276
31.6,29.497533294246423
33.0,30.152939421547828
29.5,29.029638616598827
34.4,32.4775990132969
31.6,31.271449274868367
33.0,31.26719772821154
32.9,30.02119277143114
33.5,30.49358646191348
31.2,29.886781577176706
26.1,28.445420378400392
29.7,27.899125281236934
26.0,27.282876560995692
29.9,29.511136969370707
27.5,29.680680075277152
27.3,29.30794219034822
29.8,28.479329811669913
28.7,29.13527873442714
26.4,29.26789906233399
30.4,30.410206196491874
29.0,28.9552754936049
28.1,27.464615543046328
27.8,27.604738908849367
29.1,30.168455831006938
27.3,29.087791747255388
27.5,28.12955096790838
28.9,29.131922152273038
28.6,29.565507974589188
28.6,29.44718819504105
29.3,28.519743607340125
28.8,28.81040516999504
29.4,28.708190062365148
28.2,28.644130281512062
29.2,28.460434746427325
30.6,29.331637611953433
27.9,29.688199493167406
29.7,29.277429787044863
29.9,29.06319696585673
28.9,28.466687804911356
29.5,29.21196348872673
30.3,30.375635689236898
30.3,29.94120877860797
30.2,28.838555708021428
28.9,29.04767312989722
28.7,28.91172427825618
30.9,30.52132425757184
29.1,30.17455500197175
27.4,27.873197078501242
27.0,28.390488377450865
29.4,30.281641479433944
29.2,29.134727059462886
29.2,29.44374426436307
28.3,30.303700144363976
29.1,28.776012382873247
29.0,28.86228169346704
28.7,30.278158508751908
27.4,29.375233145926593
28.6,28.689618211570654
28.2,29.883762523270143
28.3,30.82973624027035
27.8,30.11295928251751
30.2,26.965265319005866
30.4,28.994336446503464
28.4,30.156022521979338
28.5,28.90256059892457
29.2,29.903335537978094
30.2,29.182605930676875
29.0,30.077504328055824
30.3,29.19723147030154
28.2,27.742511080777636
29.0,29.205823114497207
27.7,28.907133336187393
28.1,28.59112314734841
27.2,28.80576238618408
28.9,28.881410913780798
28.3,28.556826702788406
28.7,29.13342344152026
28.2,29.26557909511165
28.0,29.38437061650486
28.1,29.382202051261366
29.0,29.47674609775502
29.3,28.584764127062343
28.2,28.75752410366195
27.9,30.20849923252306
27.2,29.322007156030654
29.5,29.499359715403685
30.3,28.943804152806102
29.2,29.41022607741134
29.6,26.952937206266043
34.2,32.63580988442542
32.6,32.11101181949472
33.6,32.25666919648954
31.0,28.111796981543147
31.0,29.813675121858516
28.1,29.564790231123762
29.5,29.527927859625066
29.9,28.434166525568656
27.4,29.957518369398002
27.7,28.10631493336644
28.1,28.802484695864226
27.8,28.953399020925826
27.9,29.369474385444434
28.0,28.944227146217624
30.6,29.237297207089867
26.1,28.60666006514749
30.3,27.983174900295964
30.0,29.820911962053593
26.4,25.65632551243998
29.4,28.135366423208318
29.4,29.931515085141328
32.1,29.514336437660077
29.3,29.818528770703125
28.8,29.581058816700583
28.2,28.26531892237713
28.7,29.37213662597998
28.4,29.172603578844125
26.3,28.17712028521221
