Y_test,Y_pred
27.9,29.387798276531466
31.5,28.11495134017064
30.5,30.38305601586668
30.6,29.530109632777553
30.2,30.014943973472086
33.4,30.937111281481137
33.1,30.77295856817875
30.5,29.19775485731065
30.4,31.419621602672258
33.0,30.509602389152075
32.8,32.360891649584055
30.4,31.34812364905659
33.5,32.22447694501579
33.3,32.22447694501579
33.0,30.19100985927711
29.8,28.488114516528224
29.6,29.254426502517116
29.7,29.79981141955519
32.1,28.960873344095447
27.7,29.14924408633833
27.6,27.81259591781473
29.7,28.927063279491318
27.5,28.364290349154437
27.3,29.264297343398137
27.9,29.17463085329029
29.3,28.99732087303066
29.7,28.842869659294283
26.2,27.58357763603827
28.7,29.916630991360346
29.0,29.36005695553383
29.4,29.205297004989106
30.5,29.830880046133505
30.4,29.163608880596747
29.8,29.446844694508425
31.4,29.39397705607703
28.2,29.039154538388516
28.9,28.572738252196057
28.8,29.376410112499332
28.8,28.466312391677235
28.1,30.130145028583467
27.8,28.58338780906928
29.2,28.831304679983624
28.7,29.376410112499332
28.5,29.32053308109957
31.0,31.541835570258538
29.4,29.116262998324636
31.0,30.425542589114396
27.5,29.857150077660002
29.4,29.238544280395438
28.8,30.104762053103418
28.4,29.380210847977658
28.7,29.59737480989607
27.7,28.370806047617947
28.1,29.366853706545236
27.7,28.91061190409932
26.5,29.11742357198738
27.9,28.91350331861014
26.0,27.98684084508854
28.8,29.639326605864927
29.3,29.205351022698103
27.9,28.64214694652223
29.0,29.20807853466247
28.4,28.658332717869495
29.3,30.1246859115245
26.3,28.282941729963078
26.5,27.732374106533666
28.6,28.833699563181593
28.9,28.157402536618953
29.2,28.831040117378734
29.7,29.361033657877513
27.9,29.180298565566666
28.6,29.61911160637892
28.7,29.116139684361393
28.3,28.834058185539302
28.5,28.813460242421048
28.2,29.184338352047796
27.2,29.235938790037963
29.4,28.463892811715034
28.3,29.913735056065814
28.4,30.047897836919134
28.8,28.72075742721045
31.1,27.936913960001007
28.9,29.936858614762173
29.7,28.88194988595888
28.8,29.80841810556318
30.0,29.430859999185756
30.4,29.330136030739123
31.7,30.10760203810196
32.1,30.863804199540755
27.5,29.724118977142123
30.2,29.50118656060398
28.9,28.119060730122683
27.7,27.841808190047296
29.1,27.0608217353916
28.4,27.798986778275175
27.3,28.613821553156484
30.8,29.104406480757106
30.5,29.718918487227548
29.9,30.430696695727864
27.7,28.77777509577536
30.3,29.496474735834067
32.0,29.437043369874296
25.1,27.53532119081972
24.0,27.297189167765826
28.9,29.51466784293972
27.1,26.88951507691348
26.0,28.208988767384575
28.7,29.107820485881724
27.8,29.086213615691467
29.2,27.944310086855673
29.2,29.038421204517928
28.0,29.35844770553802
29.2,29.04135606462804
28.7,29.540517945446382
27.5,28.720255915819127
26.5,29.22468356460405
28.3,27.807320831946278
29.1,28.13368730667706
29.3,29.18887943777187
28.8,30.528216315067677
29.2,29.413572367181125
28.6,30.24059959934141
27.4,27.688747436399815
25.8,28.65961000094022
