Y_test,Y_pred
28.7,28.60575870092063
28.3,28.717519753602648
28.6,28.286441387815373
33.8,30.132583034910656
30.0,28.422078470334107
32.4,27.93067332935378
29.2,27.64013036375465
27.7,27.065865023324925
27.2,28.354259149931757
31.4,29.127401128704836
28.6,28.513941641983244
30.5,28.288007525691967
30.4,29.1355533066793
36.0,31.549298355280264
33.6,31.577248456963414
33.8,31.917306463555654
31.6,30.297710589035216
30.9,28.775370277391232
30.4,29.720701373954697
30.1,30.00649862955576
32.1,30.217628522695627
29.3,30.66116768048929
29.7,29.24251912283379
29.4,28.957927701970554
28.6,27.95043664646737
27.0,27.56508625103833
26.3,28.702610920205217
28.0,28.774066820202183
28.4,29.41648069392521
29.6,29.335367103750553
27.4,27.574371362309947
29.1,28.185752518255068
27.5,28.236151300260644
26.9,28.719281754167582
28.6,28.43152435577182
28.4,28.592992912637513
29.9,28.508547365674254
27.9,27.660234054593392
29.2,29.144861500416514
29.3,28.0951882897498
30.3,29.29281968243319
30.9,27.700781752305705
28.7,28.599829621108917
31.2,28.684636891348116
28.6,28.787306589150727
27.5,27.90639378230461
28.5,28.91614548698394
28.7,28.32442420940267
29.8,29.343059906593826
29.2,28.063973788172802
30.0,28.93153406276886
29.6,28.637171327590792
30.3,28.65258654888418
28.6,28.985308696649923
29.8,28.033789785764444
29.3,29.385323601924167
31.9,32.62270490718097
28.0,27.870948527632226
27.9,27.899988689767017
29.9,27.26536412594365
29.8,28.57665050625968
29.0,28.777102825918142
28.5,29.850272621057474
29.6,28.820742702026582
27.2,28.581643204106058
32.3,29.565442553726438
28.5,28.83768114243328
28.7,29.147021348856846
28.2,27.83541271378194
28.8,28.504376895270482
27.2,29.52323274582134
28.8,29.093896920862
28.0,29.265908305106034
26.3,27.758994117531344
30.7,27.741902522997822
29.6,29.388959251141074
27.5,27.987510578190957
29.2,28.059555251892377
28.7,29.275385048671666
28.9,29.702514425830497
29.2,28.677422254303192
27.9,28.957753323363427
27.0,28.012234745971995
26.8,28.522511554320385
27.3,28.7736726546294
26.7,28.42956221966016
27.7,28.54049976624853
26.8,28.86325626775172
28.0,27.489601099818316
27.9,28.222606733850274
27.0,27.875590686855602
27.9,28.43108250778242
26.8,28.102464569609523
27.7,29.59478393283719
26.7,28.885953500927165
29.9,28.572840295742072
28.5,29.331223299427847
28.5,29.331143135950782
26.5,28.581751235852035
33.6,32.20968318207152
29.4,30.556088838456578
32.2,29.21808656479283
28.5,29.139532492184145
28.4,28.075427473041717
28.7,28.356795225444895
26.9,29.08783899894187
29.0,28.32225245477374
27.8,28.602572684962276
28.1,29.045367427187934
28.0,29.11082074132433
29.6,27.716366142299492
29.9,28.203191869360012
27.8,29.139872287355264
26.5,27.682799507197636
26.2,27.219100570018988
26.3,27.51066998755681
26.4,27.789971385897644
26.4,28.307322769220047
30.6,29.96595434647065
31.1,28.531798492612154
30.1,28.09939225748539
29.4,28.342832625956902
30.9,30.12201195951997
28.6,29.35872524271641
