Y_test,Y_pred
29.0,28.422990351070524
27.5,28.64142861166633
28.3,28.02684570123607
29.1,28.55381334317004
29.1,29.26777653835205
28.3,28.89077056971198
28.8,28.622699100870356
29.1,29.26610737897014
28.9,29.794000398647
31.6,29.141657297809875
33.6,30.908769825850378
29.2,28.668130187983945
33.7,32.75907731056955
32.5,31.432701149173795
32.9,31.84250428739894
33.0,29.5910525434835
33.2,30.100893302740346
29.7,29.271750111765794
24.4,28.471831149637715
29.4,28.31016241971028
26.6,27.551770619788
30.6,29.74312162559635
28.2,29.23655244290201
28.1,28.965809234956556
30.4,28.366469967092293
31.0,28.783484549819935
28.1,28.995088621591318
29.0,29.849790692543813
28.1,28.079886007336587
27.7,27.377964343520844
27.6,27.61210226405297
29.6,29.74461291115332
27.7,28.797792670329393
29.8,28.183608854350833
28.9,28.763838294976424
28.1,29.165320942280587
30.0,29.337869794353157
30.2,28.144603932375812
26.8,28.327321129475067
29.3,28.4040106122466
27.5,28.997504038260637
29.5,28.16865159613186
30.4,28.91954036962067
29.1,29.468396953879164
30.4,28.504502224267178
28.8,28.679428948276506
29.4,28.264121819493813
28.7,29.356019496951852
29.9,30.007195180196195
30.0,29.547644197084985
29.5,28.531105887253347
28.0,28.56102345472414
28.9,28.407068466344185
29.5,30.121806050748738
29.4,29.538378770109908
28.4,28.18106869071262
28.1,28.175187370670724
31.7,29.97542236136795
28.9,28.255343063124062
29.7,29.537531339497132
27.0,29.214040591604032
27.8,27.703101699372485
27.7,29.334244633585957
27.2,30.24867695656433
27.2,29.349903831120404
26.6,27.94091553134006
28.6,29.42190220988868
27.7,30.73361840688191
26.2,29.88951850646617
30.3,27.514377516332225
30.0,28.799198325768934
27.9,29.718669481870673
27.7,28.75444026224904
29.0,29.544299191118522
29.1,29.222925358693864
30.2,30.509653494159764
29.2,29.446736214200016
27.1,27.26971135494062
27.4,28.181388303881956
27.1,27.967610047950174
27.1,27.2576293177107
26.4,28.592324600607572
27.4,27.8066426749689
27.4,27.80607860792202
28.3,28.646788246152088
27.1,28.769787824269986
27.2,28.936013812068467
27.4,29.29427028137492
28.4,29.373697972261443
27.5,27.71089468912074
26.5,27.871634524640562
27.3,30.101407715402722
27.7,28.540752259548597
30.4,29.038910961350716
29.4,28.8115206271291
27.8,29.011674181993616
28.5,27.14836289753434
33.8,32.651354101387966
37.5,32.953864572071005
34.3,32.23658595035789
30.9,27.76234788496477
30.3,29.21874725863666
28.4,29.093197404434143
29.5,28.530439636364893
29.6,27.799496911841747
26.9,29.58962019282516
29.2,27.910017165281836
29.1,28.818697705595476
27.8,29.557074376177514
27.9,29.359956365959395
28.8,28.59123489089304
28.3,28.310655163096726
28.6,28.246248245128847
28.7,27.309356196619298
28.4,29.02187355265672
26.0,26.38617418955086
28.7,27.49210394385561
29.0,29.598074913240623
31.8,29.40316889812019
28.0,30.844935980000244
26.8,29.332485857094593
27.8,26.9332997907624
28.3,29.093394263480892
27.5,28.800452663874385
27.2,28.972713836887817
