Y_test,Y_pred
30.0,28.944337464908095
28.2,27.521925145725998
27.3,27.618530657267545
27.2,27.885272828810933
29.5,30.695546889211105
28.9,28.77860023580351
29.8,28.467468609766193
28.3,28.05386358857807
32.1,28.903534212299896
27.9,27.69397370896277
29.3,32.887659720106775
32.9,31.22682037651648
32.1,31.582015445371134
31.5,28.52631161847269
28.8,27.787145759162257
29.1,28.664844665134318
28.5,28.92415413191894
29.0,29.860070361005256
26.9,28.201671788153746
28.1,28.333369143004226
26.6,29.951097796996223
27.9,28.28132896086991
29.0,27.751273091833745
27.7,28.90107601281684
27.0,27.981320092691256
25.8,27.862144778890517
28.1,28.80986764656482
27.2,28.632211128298678
29.8,28.644401894202833
28.1,28.048811937790823
29.1,27.715906680945295
28.4,28.989468548212503
28.7,28.008435586368307
27.8,28.64582083313396
30.4,29.536923271992322
30.4,29.06919082733453
28.5,29.271304154690622
30.6,28.641678003818814
29.1,28.61842533140657
29.4,27.982812169844596
27.3,27.608059301491938
27.1,28.36914791995005
28.0,28.080292216990802
28.1,28.954184127463808
29.4,28.9294571327947
28.2,28.668546882101822
29.6,29.435300019845926
29.4,30.37444297270215
29.1,28.602037312132502
29.9,28.954977061007337
28.4,29.150976616129263
31.7,30.840974481699206
30.2,29.75019918023549
30.4,28.08748397624694
29.4,28.18960217797472
30.6,29.22858937552966
29.9,28.24720377859542
29.5,27.86509855129226
26.8,28.519880489111276
28.7,28.10216572963858
29.8,30.573464956906758
28.9,28.90291448768904
28.4,28.78130726398577
28.6,29.486723784927126
29.2,28.448597590904622
27.9,29.327374298764642
28.3,29.627701904004
26.0,27.54668585481275
29.1,29.260631145310843
27.0,29.627568312327767
28.3,28.87147463355499
29.7,30.145532069904522
28.4,28.2836126824672
30.3,29.438432117650184
29.3,29.428674540954805
30.3,29.833402457643203
29.7,28.87421323416769
29.2,30.313623482363155
29.9,29.06984506296731
27.8,28.873496943070716
27.8,28.178303963542685
26.9,28.79969435294289
27.0,28.672974835401014
27.4,28.47461227807983
26.7,27.2876471967054
28.2,27.9734952730506
27.3,28.531856262240677
28.2,28.457339068147462
26.5,27.348739267015794
27.1,28.22278335830926
27.8,28.654891909447187
27.4,27.940591993480716
27.5,28.40555628915353
27.0,28.094124310092234
29.5,28.07892776007781
31.0,28.82741484905977
29.1,28.618653621150127
29.7,28.9691544873304
28.8,29.790276798271385
32.9,31.535966424020973
29.7,29.705957557725682
30.3,28.909846549675922
30.5,26.646786989517548
28.4,29.237701671046707
27.1,28.473332870642786
29.5,27.978508866319718
28.6,27.323566668599415
28.3,28.9931715492244
29.6,30.707375722612916
28.9,28.810908643932745
28.1,29.239552542845473
28.9,27.693701232654295
29.9,29.086913958702176
29.3,28.235972979552738
30.6,29.19839662460857
29.5,27.50188381918225
30.8,29.100283689995358
26.5,27.684493566094073
32.3,29.88765341486502
27.7,27.52155481593752
28.6,28.10876363235937
26.8,28.58638875781034
28.0,29.005850827459472
27.7,27.18913464328744
27.4,28.69243033122308
