Y_test,Y_pred
28.2,28.942077607967498
29.4,29.329641528651457
27.6,28.263550357137557
29.6,31.601848412065625
28.2,27.705553192145764
27.5,28.91178323666154
27.8,28.984856975544787
29.4,29.386088597470483
26.7,27.628510065445624
28.2,28.5567526174318
28.3,29.20614336895048
31.9,30.484479399183396
32.9,30.28192470904524
30.7,29.811539884441117
33.2,30.247667160469422
34.6,32.49979945257386
35.8,31.943454422476343
33.8,32.119440878252696
33.0,30.223419980591398
31.8,30.78053379541723
31.1,30.181241209982627
27.3,28.80590308369171
27.8,27.524671935648076
28.5,28.968743061515088
27.6,27.98961598286195
28.1,29.49449757582474
26.9,27.84646089752209
28.1,28.011879705651104
27.4,28.77987257743431
28.5,28.032994820199562
28.8,28.33503177081609
26.5,27.62278843079871
27.7,29.57007036995873
29.0,28.345625017212704
29.9,28.845183723984988
30.8,28.702976935369524
28.7,28.061767953396718
29.4,28.871112298771365
27.8,28.164157692131
29.3,28.081076668232633
30.3,27.967875595805513
28.4,29.350878223036208
29.3,28.16209306954722
28.8,28.514646370607025
30.2,29.526379640937172
27.7,28.716614637132192
29.0,28.66581182539074
27.6,28.11727324541359
29.4,29.659816439213643
29.3,28.920464137571468
29.3,29.24591883334159
25.2,29.073073213786717
30.6,27.551480803516938
28.7,28.79511901014232
30.3,28.88023445379054
27.2,27.69503465718738
28.2,29.049657379294548
27.3,28.358747402537862
30.0,28.774248285845303
27.2,29.125869809354658
27.0,28.066850348670513
28.5,28.45215434788376
28.5,29.622575763700176
28.1,28.49783057584443
29.0,29.19127959841294
28.1,27.798103119314565
28.7,28.657911902725925
33.3,32.066892230163965
30.8,28.724269236539445
26.8,29.147669002700717
28.5,28.943538165011127
27.2,28.41599886027149
29.5,29.112230781604396
27.7,28.49832891109101
27.3,27.316978717137335
27.4,28.500576067033148
27.5,27.42936476456127
26.2,28.50015188218475
28.4,29.303312118170165
27.1,27.42407348542687
27.3,28.877593040277272
26.9,27.337069635947852
26.6,28.36486655784826
27.3,28.185559577136743
27.1,27.025622622008513
27.1,27.913235824413704
27.9,28.336615832530835
27.2,28.564216810466306
26.3,28.914090543599816
27.6,28.701431990946272
27.3,28.326685132138746
27.6,28.037367328249506
27.9,29.557686260252975
27.7,28.635989155359244
27.6,28.75562241297441
28.9,28.75680086778404
28.6,28.949733928946138
28.7,28.92227516269008
28.2,28.951484174511492
31.2,31.08690248470936
33.7,32.57848349474645
34.3,32.28858857068363
33.9,32.46415264027456
33.4,31.69254873645138
31.9,32.28121824923999
31.4,29.687610219433914
27.1,27.829555565379547
27.2,27.978617592538242
27.3,27.26743212018817
28.0,28.353777277439413
29.6,28.957923075555794
31.4,28.504514025262747
28.4,28.686184384919006
30.7,29.473139284019886
26.9,27.790896753455215
27.5,27.758715277188767
27.5,27.036728734729152
27.0,28.627767709037517
26.1,27.311322090109705
24.3,28.575229418551924
30.2,29.24527045308212
32.4,29.975040008903683
29.3,28.829512609134287
30.6,28.105548667843138
28.9,28.455704934710717
